company_id,company_name,description,job_hash
372,General Electric,"Job Number 2889327 Business GE Healthcare Business Segment Healthcare Global Supply Chain About Us GE is the world's Digital Industrial Company, transforming industry with software-defined machines and solutions that are connected, responsive and predictive. Through our people, leadership development, services, technology and scale, GE delivers better outcomes for global customers by speaking the language of industry.

GE Healthcare provides transformational medical technologies and services to meet the demand for increased access, enhanced quality and more affordable

healthcare around the world. GE works on things that matter - great people and technologies taking on tough challenges. From medical imaging, software & IT, patient monitoring and diagnostics to drug discovery, biopharmaceutical manufacturing technologies and performance improvement solutions, GE Healthcare helps medical professionals deliver great healthcare to their patients.

At GE ASEAN, we are imagination at work. From the Vietnam Engineering Center which focuses on product design, applications and services for the oil and gas sector to the NUS-GE Singapore Water Technology Centre which develops new solutions in water treatment, the GE ASEAN teams are dedicated to turning imaginative ideas into leading products and services that solve some of the world's toughest challenges. Join an innovative industry leader for an unprecedented career of significant influence within the region and beyond. Work alongside the best minds in the business and take advantage of GE's generous investment in your education, growth and advancement. If you're an energetic, focused problem solver, ready to share ideas and face challenges with flexibility, then join the GE ASEAN team in creating the next generation of products and services that will impact the world for generations to come. Posted Position Title Specialist, Life Sciences Career Level Experienced Function Engineering/Technology Function Segment Administration and Support Location(s) Where Opening Is Available Singapore City Singapore Postal Code 099253 Relocation Assistance No Role Summary/Purpose We may not have a specific job for you today, but are interested in your expertise for tomorrow. We're looking for experienced people, and we offer opportunities around the globe in Engineering. Essential Responsibilities • Works with team lead, engineers, supervisors, and managers to improve quality and process efficiency

* Other duties as assigned, and may be asked to be included in quality activities, training sessions, and employee activity teams

* Comply with EHS regulations and policies

We may not have a specific job for you today, but are interested in your expertise for tomorrow. We're looking for experienced people, and we offer opportunities around the globe. Qualifications/Requirements • High School Diploma or local equivalent or 6 months of manufacturing experience

* Ability to communicate, receive and understand instructions regarding duties to be performed

* Demonstrated ability to detail and quality-minded work habits

* Demonstrated ability to communicate with co-workers and leadership

As actual openings become available, you may be contacted to discuss a potential opportunity. We also encourage you to visit our website at www.gecareers.com and sign up for a job agent so you can receive information on specific positions that match your interests.

Apply to job Save to cart",20359b90445e469d6b98e80919851274
2850,Urban Outfitters Inc,"SENIOR STYLIST | Roles & ResponsibilitiesReports To: Store Manager / Assistant Store Manager

Objective To drive sales through creating a unique, innovative and inspirational customer experience encompassing the Free People lifestyle and brand image, resulting in positive customer relationships and a profitable store.

Customer Experience

* Meet or exceed personal Sales Goal in order to help the store achieve its sales goals.

* Expand and manage client base through the following:

* Outreach and Networking: initiate connections through social media, e-mail, hand written communication, telephone, and in person communication daily/weekly.

* Sales Generation: build customer connections through appointments and in store events.

* Follow - Up: Further personalize the customer relationships through thanking the customer and following up on the experience. Maintain customer client books and social media relations.

* Be the expert of current fashion trends in the industry and the Brand. Creatively communicate fashion awareness to team and customer.

* Demonstrate entrepreneurship to connect with the customers and create business through events and social media. Partner with Store Manager to execute.

* Embody and represent the company culture on the sales floor while ensuring adherence to policies and procedures.

* Demonstrate understanding of systems and programs, including point of sale and MPOS.

* Uphold a highly organized system for maintaining customer communication, data, appointments, and sales tracking.

Leadership

* Serve as a Store/District leader in customer service, product information, and outfitting for the total store assortment.

* Mentor Stylists on all aspects of the customer experience through fit sessions, fashion boards, morning meetings and workshops.

* Partner with SM in managing and communicating Store/District SPH goals and results.

* Interpret and articulate the FP lifestyle and culture.

* Maintain an awareness of fashion trends, store concepts through the Scenic Route, BLDG25, Workshop, and additional communication from the merchandising team.

* Contribute at a high-level in store meetings, fit sessions, outfitting, and walk-throughs.

* Collaborate with the store leadership team to communicate customer feedback.

* Offer community resources and local recommendations for your customer (ex. tailor, restaurant, dry cleaner, etc.).

* Collaborate with management team to run selling contests and ensure team participation.",20360dac5b831da9b447deea0dce4a9e
25610,Cooperative for Assistance and Relief Everywhere Inc,"At CARE, we seek a world of hope, tolerance and social justice, where poverty has been overcome and people live with dignity and security.

This has been our vision since 1945 when we were founded to send lifesaving CARE Packages® to survivors of World War II. Today, CARE is a global leader in the movement to eradicate poverty. In 2015, CARE worked in 95 countries and reached 65 million people with an incredible range of life-saving programs. We also put women and girls at the center of our work because we know that we cannot overcome poverty until all people have equal rights and opportunities. We seek dynamic, innovative thinkers to further our mission. If you share our core beliefs: poverty is an injustice; poverty is solvable; and together, we have the power to end it, join us.

CARE is seeking a Director of Development who will plan, direct and coordinate fundraising activities for major and planned giving prospects and donors focused on the Southeastern region of the United States. A member of a national Individual Giving and Leadership Development team, the Director is part of a national major gift strategy group and will report directly to the Executive Director of the Southeast Region and will work in the Atlanta office of CARE, USA.

The Director works with individual donors and family/private foundations to raise major gifts for CARE's unrestricted/flexible giving program, The Impact Fund, as well as restricted gifts focused on CARE's core programs and the priority areas of the upcoming campaign. The Director will be responsible for developing and implementing cultivation, solicitation and stewardship strategies for his/her portfolio of donors/prospects. The Director will also seek to identify new prospects for CARE. The Director is expected to maintain an active schedule of personal visits to, and initiate thoughtful one on one engagement opportunities with, donors and new prospects to build strong and meaningful relationships with the people who generously fund the work of CARE. In addition, the Director should be conversant in planned giving to provide major donors with as broad an array of resource engagement with CARE as possible.

Working in collaboration with colleagues on the Individual Fund Raising and Marketing team (Direct Marketing and Online; Communications & Marketing; Business Operations) the Director will coordinate research activities for donors and prospects, develop solicitation efforts (mail, phone, face to face), coordinate proposal writing, and identify opportunities for high-level donors to interact with CARE's senior leadership and members of the board.

Responsibilities

* Manage an active and changing portfolio of approximately 100 donors and prospects.

* Work with the regional to create and execute meaningful engagement strategies for donors and prospects.

* Coordinate with the Office of Research to identify prospects.

* Coordinate with Business Operations development of proposals and reports for donors and prospects.

* Work with colleagues throughout the organization's departments including. Foundations, Advocacy and Corporate Relations, as well as Country Directors and program officers.

Qualifications

* Bachelor's degree required;

* 3-5 years of fundraising experience with demonstrable success with major gifts;

* Ability to close 6-7 figure gifts including highly personalized proposals;

* Familiar with basic planned giving concepts;

* Basic knowledge of fundraising information systems and experience with donor management;

* General familiarity with all aspects of fundraising concepts, including planned giving, stewardship functions, and database management;

* Previous experience with an international NGO an added plus;

* Strong written and oral skills, confident public speaker/presenter, proficient in database management, designing presentations, persuasive communication skills.

Please be aware that there may be job advertisements and offers that falsely state that they are from CARE. CARE does not charge a fee at any stage of the recruitment process (application, interview, meeting, processing, training, or any other such fees).

CARE USA is an equal opportunity employer and gives consideration for employment to qualified applicants without regard to race, color, religion, sex, national origin, disability or protected veteran status. If you'd like more information about your EEO rights as an applicant under the law, please click here.",2035fb1d14c7f5ef6e8fd1ea204cdae9
720,Bausch & Lomb Inc,"Overview:

The plant maintenance team provides electro-mechanical support for production machines and equipment. The team is dedicated to keeping production moving with minimal downtime by troubleshooting and repairing equipment issues. This includes resolving mechanical and electrical problems and performing scheduled maintenance on equipment. This position entails working as a member of a team to perform and document troubleshooting, repairs, and preventative maintenance of high speed manufacturing, injection molding, packaging, and sterilizing equipment. Other aspects may include project work, offline rebuild work as well as training other technicians.

Responsibilities:

Under the direction of the Maintenance Supervisor the Electro-Mechanical Technician will be responsible for the following:

* Work on a maintenance team alongside operations technicians and engineers in a cross-functional team setting to minimize machine downtime and improve line output.

* Troubleshoot, repair, and properly document machine issues.

* Troubleshoot / diagnose PLC/HMI control systems software when possible.

* Perform and document preventative maintenance as required.

* Communicate machine issues/downtime to other shifts as well as supervisor/management.

* Assist with any offline machine rebuilds or prep work.

* Ability to work Bausch + Lomb twelve hour rotational shift schedule is required:

* Rotation is M/T - 6AM-6PM, W/Th - off, F/S/Su - 6PM-6AM, M/T - off, W/Th - 6AM-6PM, F/S/Su - off, two week pattern repeats but opposite day/nights.

* Minimal travel to support equipment build/integration and/or training may be required.

* Support of plant manufacturing equipment systems under the direction of the plant Maintenance Supervisor.

Qualifications:

Education: HS diploma required. Technical apprenticeship or Associates degree in related electrical or mechanical field preferred but job experience may be substituted for degree requirement

Specialized Skills: Knowledge of steam sterilizers and PLC code. Experience with laboratory instrumentation and calibration preferred. Knowledge of OSHA (Occupational Safety & Health Act) requirements, basic computer skills (Microsoft Word, Excel and Outlook) preferred.

Experience: Minimum 5 years in technician role supporting sterilization equipment. Electro-mechanical technician experience with high speed automation preferred. Medical device or other FDA regulated industry beneficial. Strong analytical and troubleshooting skills are required. Attention to detail, excellent communication skills and ability to work in a team environment are essential. Understanding of steam sterilizers, PLC code, engineering drawings, problem solving and troubleshooting.

Benefits of working at Bausch + Lomb:

Individual training program to learn your new responsibilities

Career growth through expanded responsibilities, promotions and new positions

Medical, Dental, Eye Health, Disability and Life Insurance begins on your hire date

401K Plan with company match and ongoing company contribution

Paid time off – vacation, floating holidays and sick time

Employee stock purchase Plan with company match

Ongoing performance feedback and annual compensation review

#KBL

Options:",2036282e8b7fe4fc6f0d0559457c0835
29507,Gwinnett County Public Schools,"License and Certification Qualifications: Meets Georgia certification requirements in appropriate field of education.

Education Qualifications: Bachelor's degree in applicable field of education from a Professional Standards Commission (PSC) approved college or university required.

Experience Qualifications: Previous teaching experience preferred.

Skills Qualifications: Knowledge of Gwinnett County Public Schools (GCPS) Academic Knowledge and Skills (AKS) curriculum with in-depth knowledge of content in field of certification; knowledge of techniques for integrating curriculum, GCPS policies, and effective instructional practices; ability to understand the teaching/learning process; ability to infuse technology into instruction to increase student learning; ability to work effectively with administrators, colleagues, central office, and school based staff, students, parents, and community; excellent oral and written communication skills; and effective human relations skills.

Primary Responsibilities: Plan for appropriate learning experiences for students based on the district Academic Knowledge and Skills (AKS) curriculum and provide an atmosphere and environment conducive to the intellectual, physical, social, and emotional development of students.

1. Demonstrate command of school subject being taught.

2. Develop and prioritize short and long-term instructional objectives based on district AKS curriculum.

a. Identify specific prerequisite skills and/or knowledge necessary for students to learn the AKS.

b. Plan instruction as needed to promote student mastery of prerequisite skills and knowledge.

c. Analyze student work and assessments to determine instructional needs.

d. Prepare written lesson plans to support instructional objectives of the AKS for all students.

e. Plan appropriate assessment of student learning.

3. Evaluate, select, and modify resources and activities.

a. Review resources including district core materials.

b. Select core materials and other resources that match the AKS.

c. Select resources that match the learner(s) needs.

d. Select resources that reflect scientifically-based research on effective instruction.

4. Provide initial focus for the lesson.

a. Communicate specific learning objectives to students.

b. Link lesson content to students' prior knowledge, background experience, and/or real-world application of content.

c. Capture student attention through active involvement.

5. Organize content for presentation of the lesson.

a. Present information in a logical sequence.

b. Organize the presentation of content into blocks or steps based on the students' needs and the complexity of the material.

c. Follow research-based organizational plan for content organization, such as anticipatory set, acquisition lesson, guided practice, independent practice, and summarizing.

6. Utilize scientifically researched effective instructional strategies and methods of providing information for students to acquire the learning.

a. Assess students' learning of the AKS and provide specific feedback to students and parents.

b. Provide collaborative learning opportunities to enhance student achievement.

c. Provide multiple opportunities for distributed guided practice followed by independent practice.

d. Teach essential content-related vocabulary.

e. Utilize a variety of nonverbal/visual representations of content and skills.

f. Teach students to summarize their learning.

g. Teach skills for improving reading and writing proficiency/literacy across content areas.

h. Access and/or build students' background knowledge and experience.

i. Utilize and teach questioning and cuing/prompting techniques.

j. Utilize technology effectively to plan, teach, and assess.

k. Utilize inquiry-based problem-solving learning strategies with students in all content areas.

l. Teach and require students to set personal goals for improving their academic achievement.

m. Teach students to compare and contrast knowledge, concepts, and content.

7. Provide formative assessment that measures student progress toward AKS objectives.

a. Monitor students' progress in learning through a variety of techniques.

b. Adjust instructional plans based on formative assessment results.

c. Provide criteria that allow students to measure their own progress toward an objective.

8. Provide summative assessment that measures student achievement of objectives.

a. Assess students' learning of the AKS.

b. Provide assessments that are appropriate for the learner(s).

c. Maintain assessment records for each student.

d. Communicate assessment results to student.

e. Utilize assessment results to plan for subsequent instruction.

9. Organize learning environment to maximize student time on task.

a. Organize and arrange classroom to facilitate learning.

b. Ensure smooth transitions from one activity to another.

c. Maintain an orderly system for housekeeping duties including attendance, passes, announcements, distributing and collecting materials, and homework assignments.

10. Maintain behavior that is conducive to learning.

a. Define and communicate behavior expectations to students.

b. Monitor behavior and provide appropriate feedback to students.

c. Manage inappropriate behavior effectively.

d. Focus on student behavior rather than personality.

e. Treat sensitive situations with discretion.

f. Encourage participation from all students.

g. Establish mutual respect between teacher and students.

h. Convey warmth, friendliness, and enthusiasm.

11. Participate in professional growth and professional learning activities.

a. Apply new knowledge and skills acquired in planning and delivery of student instruction.

b. Demonstrate evidence of progress toward individual goals plan.

12. Maintain professional responsibilities and act as a role model.

a. Utilize standard written expression and acceptable oral expression.

b. Demonstrate punctuality to class, to assigned duties, and to other school activities.

c. Submit records, reports, and forms accurately and promptly.

d. Provide clear plans for substitute teachers.

e. Maintain regular attendance.

f. Demonstrate a willingness to share ideas, methods, and materials.

g. Cooperate with staff and support the development of activities and goals of the school.

h. Encourage positive school and home communications.

13. Perform other duties as assigned.

Physical Demands:

While performing the duties of this job, the employee is frequently required to sit for extended periods of time. Employee is also required to talk, hear, stand, and walk. The employee may be required to use hands to finger, handle, feel, and/or reach. Employee is occasionally required to stoop, kneel, or crouch. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, depth perception, and ability to adjust focus. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",203731154647b5d7fe62db1a1ccbbb0a
37310,Qorvo Inc,"SUMMARY:

The advanced technology (AT) program manager within Qorvo's IDP business group is reponsible for growing and executing customer-funded (CRAD) and internal-funded (IRAD) technology programs. Advanced technology programs are focused on advancing state-of-the-art performance of Qorvo's core technologies, including high-power, high frequency, mixed signal GaN/GaAs processes, next generation filters, packages, and patented Spatium work, that are aligned to near-term product roadmaps, as well as long-term technology roadmaps and vision.

RESPONSIBILITIES:

* AT program manager is responsible for overall program leadership by managing integrated program plan, scope, and resources, to meet key performance metrics and milestones

* To execute each program, PM is expected to collaborate closely with lead technical engineer in respective funcation areas, to organize and facilitate technical planning, and to set appropriate priorities within the program from scope and budget perspective

* The PM is expected to work effectively across multiple functional teams across organizations from design to operations and research

* One of the key roles of AT PM is to communicate clearly and effectively to funding customers and internal stake holders the program plan, status, and risks on a regular basis using strong presentation skills

* PM will also execute technical proposal bids with sales and business development, technical subject matter experts, and product team leaders, finance, contracts, and supply chain

QUALIFICATIONS:

* BS in engineering is required; MS or PhD is strongly desired

* 5 years of experience managing technology development programs

* 5 years semiconductor industry experience preferred

* Must have excellent verbal and communication skills

* Must have effective presentation skills

* Must have demonstrated experience in leading/organizing/planning technical programs

* Must have work well across functional teams from design, research, operations, to finance and supply chain

* Experience in engineering positions (design, applications, foundry, research, development, process development, etc.)

* Competent with MS Powerpoint, Excel, Word, and MS Project

MAKE A DIFFERENCE AT QORVO

We are Qorvo. We do more than create innovative RF solutions for the mobile, defense and infrastructure markets – we are a place to innovate and shape the future of wireless communications. It starts with our employees. As a unified global team, we bring a commitment to excellence, growth and a passion for creating what's next. Explore the possibilities with us.

We are an Equal Employment Opportunity (EEO) / Affirmative Action employer and welcome all qualified applicants. Applicants will receive fair and impartial consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, military or veteran status, physical or mental disability, genetic information, and/or any other status protected by law.

Experience Level Individual Contributor Job Type Full Time Location TX - Richardson",203c28258fdcbf0f6f66982e1d27a542
8421,Jackson Hewitt,"Description

We are Jackson Hewitt, Working Hard for the Hardest Working.

We have a new Career Opportunity for you to deliver exemplary customer service!

Join the team that is focused on being advocates for our clients, and getting them their maximum tax refund, faster, and with fewer associated fees. Stand out as friendly, attentive, and knowledgeable.

Jackson Hewitt offers training related to income tax preparation and the delivery of excellent customer service. This position has access to and regularly works with information of a sensitive, highly confidential nature; and regularly deals with diverse matters which require a working knowledge of the business.

Responsibilities

Completes all related tax forms in accordance with policies, and in compliance with legislation and regulations.

Furnishes taxpayers with sufficient information and advice to ensure correct tax form completion.

Consults tax law reference materials to determine procedures for preparation of atypical returns.

Answers questions and provide future tax planning to clients.

Reviews financial records such as income statements and documentation of expenditures to determine forms needed to prepare tax returns.

Researches tax related questions and issues, and responds to clients appropriately and within a timely manner.

Resolves client complaints, or refers situations to supervisor (as appropriate) for resolution

Audits all tax return forms for accuracy and completeness (i.e., client signatures).

Requirements

High School Degree or equivalent related business experience. Course of study in tax preparation and/or accounting preferred.

Must successfully complete Jackson Hewitt's Basic Tax Preparation course.*

Must be able to obtain certification by the state (if applicable) and obtain a PTIN (Preparer Tax Identification Number)

* Enrollment in, or completion of the Jackson Hewitt Basic Tax Preparation course is neither an offer nor a guarantee of employment.

We appreciate your interest in Jackson Hewitt Tax Service. Jackson Hewitt Tax Service is an equal employment opportunity employer. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, religion, national origin, age (40 and over), disability, or any other basis protected by applicable federal, state, or local laws. Jackson Hewitt Tax Service also prohibits harassment of applicants or employees based on any of these protected categories. It is also Jackson Hewitt Tax Service's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions.",203d66c2e981fcb08a554b1296c2936c
2839,Lowe's Companies Inc,"Position Description

Responsible for assisting customers with all of their shopping needs including assisting customers in the selection, demonstration, preparation and loading of merchandise. Also responsible for responding to customer inquiries throughout their shopping experience including promoting customer loyalty plans and/or extended protection/replacement plans where appropriate.

Job Requirements

CSA Sales Floor: Requires morning, afternoon and evening availability any day of the week.

Weekend/Holiday Team: Requires morning, afternoon, and evening availability on Friday, Saturday, Sunday, and holidays.

Weekday Team: Requires morning and afternoon availability Monday through Friday during peak day hours.

Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

6 months experience using a computer, including inputting, accessing, modifying, or outputting information.

6 months experience using a handheld device (e.g., mobile phone, LRT gun, palm pilot, tablet, iPod) to enter, access, and output information.

Preferred Qualifications

Associate's Degree in Business, Retail Management, Specialty related to department (e.g., design, appliances) or related field OR Certification in trade related to department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year retail experience identifying and selling products based on customer needs, including credit cards, installations, add-on sales, and explaining warranties, product features, and benefits.

1 year retail experience providing customer service, including identifying and resolving customer issues, assisting customers in locating product, greeting customers, answering phones, building relationships with customers, and thanking customers for their business.

1 year retail experience in related department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year experience working in any department at a Lowe's retail store.

Lowe's is an equal opportunity affirmative action employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.",20503bf25812269b395f46d67eae60f0
3886,Willis Towers Watson PLC,"Job Description The Company

Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas – the dynamic formula that drives business performance. Together, we unlock potential. Learn more at willistowerswatson.com.

The Business

Our Health and Group Benefits business helps large and mid-size clients control health and welfare plan costs, improve health outcomes and promote employee engagement through broad-based, state-of-the-art interventions. We provide solutions encompassing creative plan design, vendor evaluation and management, pricing and funding strategies, data analytics, valuation support, compliance and governance strategies. We also provide Specialty consulting services including clinical/health management program design, pharmacy solutions, disability/absence management strategies and claims audit services. Product based solutions such as our pharmacy purchasing coalition round out our broad-based suite of offerings.

The Voluntary Benefits Practice represents another solution set as we seek to serve the range of client needs. Voluntary benefits are one of the largest growth segments in the benefits arena, and are to be positioned as an integral part of our clients' Total Rewards strategies. Towers views voluntary benefits as an expansion opportunity for our current client base as well as a differentiation strategy through an integrated approach for new business development efforts. As such, we expect the Voluntary Benefit (VB) initiative will accelerate our growth within HGB for current and new client organizations.

The Role

As part of the Towers Watson's Health and Group Benefits (HGB) line of business, this role will support our efforts to grow voluntary insurance consulting opportunities nationally. The position will be a subject matter expert role focused on new business sales; marketing; voluntary benefit products; service design and ongoing management of TW clients. This will require execution of a growth/sales strategy, including the on-going refinement of the product strategy. Key operational activities are developing / architecting the infrastructure to support client delivery, including training of HGB consultants, internal cross-LOB collaboration, and coordination with external partners/carriers. This position will report to the Voluntary Benefits Leader.

Performance Objectives:

Clients

* Support the voluntary benefits insurance consulting sales and marketing effots nationally, and supporting practice-wide sales targets.

* Consult to clients in partnership with local HGB teams, voluntary benefits and other specialty resources.

* Responsible for defining, implementing and measuring results of procedures, standards and tools for implementing on-going service operations of voluntary benefit programs

* Responsible for the intersection / integration of National VBS team with local - offices and VB subject matter experts. Ensure that there is structured communication channels, escalation channels and proceedures, procedural consistancies cross-team communications to elevate and standardize best practices.

* Serve as a senior level escalation point for client and operational issues. Report service issues to the HGB VBS leader with an emphasis on solutions

* Support and facilitate development and execution of marketing/sales support plans

* Develop strong relationships with national voluntary carriers and vendor partners

* Implement a vendor management approach that supports the VBS products, coordinates with senior vendor relationhisp managers

* Documents disciplined project management protocols to support program implementations while developing and institutionalizing organizational standardized metrics that drive best-in-market program performance for clients, consultants and the organization in terms of results, methodology, and timeliness

* Responsible for oversight, production and integrity of all monthly reporting on a timely basis, including the pipeline report, monthly department report, re-enrollment tracking, and Client profiles.

* Applies financial models to project and track client revenues derived from the sale of voluntary benefits products, Including developing communication strategies and modalities on buying behaviors of target audiences and enrollment methodology best practices

Excellence

* Maintains and continually develops expert knowledge and experience of VBS delivery best practice, market trends, and products and services in the marketplace

* Responsible for the development of new tools, approaches and quality standards related to voluntary benefits delivery

Financial

* Oversee and manage the new business development efforts of the local VB Teams, identify additional sales expertise as needed and align appropriate national resources for sales

* Sell VBS services and other consulting services to current clients

* Sell VBS services to new clients of the firm

* Set appropriate financial management goals and consistently improve financial performance on assigned accounts

People

* Manage performance of VBS team:

* Hold regular meetings to monitor progress

* Identify and help resolve issues

* Motivate and provide developmental direction to team members

* Partner with colleagues from other practices and regions on assignments that achieve the client's broader business issues

* Work to develop local HGB consultant competencies regarding effective VBS delivery

Job Requirements The Requirements

* 10+ years experience and success in the design/management of large group voluntary benefit plans gained in a consulting or brokerage environment; prior experience in underwriting or in an actuarial function gained in a carrier environment preferred

* Proven ability to generate revenue

* Track record of success in managing large client relationships and leading global teams

* Experience in managing multiple people and projects and producing quality deliverables on time and within budget

* Proven ability to recognize and diagnose issues, work in teams, and leverage the resources of other related practices to address client challenges

* An executive presence with polished and well developed written and oral communication skills

* Superior ability to influence and collaborate with senior management and work across all levels of an organization

* Interest and aptitude in keeping abreast of latest developments in health and welfare plan strategy and contributing to the development of new tools and approaches

* Availability to travel 20-30% based on seasonal business development

* Bachelors degree required

Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson.

Willis Towers Watson is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, sexual orientation, gender identity, national origin, age, status as a protected veteran, or disability.

Equal Employment Opportunity: Know your rights.",205d79e87ea821fb1b422678ff656c81
179,Prudential Financial Inc,"Prudential is a multinational financial services leader with operations in the United States, Asia, Europe, and Latin America. Leveraging its heritage of life insurance and asset management expertise, Prudential is focused on helping individual and institutional customers grow and protect their wealth. The company's well-known Rock symbol is an icon of strength, stability, expertise and innovation that has stood the test of time. Prudential's businesses offer a variety of products and services, including life insurance, annuities, retirement-related services, mutual funds, asset management, and real estate services.

We recognize that our strength and success are directly linked to the quality and skills of our diverse associates. We are proud to be a place where talented people who want to make a difference can grow as professionals, leaders, and as individuals. Visit www.prudential.com to learn more about our values, our history and our brand.

Prudential is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, genetics, disability, age, veteran status, or any other characteristic protected by law.

Note that this posting is intended for individual applicants. Search firms or agencies should email Staffing at staffingagencies@prudential.com for more information about doing business with Prudential.Architecture",20639599cff1741d497b4df7885809a5
